EEID,Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Annual Salary,Country,City,Seniority,Tenure in Years,Total Compensation
E00530,Naomi Chu,Sr. Manger,Sales,Manufacturing,Female,Asian,46,158897,China,Chongqing,Middle Adulthood,21.52054795,174787
E03824,Jameson Martin,Technical Architect,IT,Corporate,Male,Caucasian,37,71695,United States,Phoenix,Young Adulthood,17.55616438,71695
E02492,Sebastian Gupta,Sr. Analyst,Marketing,Corporate,Male,Asian,40,73779,China,Chongqing,Middle Adulthood,10.95068493,73779
E01733,Eloise Pham,Manager,Sales,Speciality Products,Female,Asian,45,123640,China,Shanghai,Middle Adulthood,13.87671233,132295
E02857,Valentina Davis,Analyst,Sales,Speciality Products,Female,Caucasian,33,46878,United States,Miami,Young Adulthood,11.39452055,46878
E04938,Brooklyn Daniels,Analyst,Marketing,Speciality Products,Female,Caucasian,64,57032,United States,Miami,Older Adulthood,22.57260274,57032
E04952,Paisley Gomez,Sr. Analyst,Sales,Manufacturing,Female,Latino,57,98150,Brazil,Rio de Janerio,Middle Adulthood,17.92876712,98150
E02420,Madison Li,Director,Marketing,Manufacturing,Female,Asian,35,171426,China,Beijing,Young Adulthood,8.495890411,197140
E01639,Everleigh Simmons,Analyst,Finance,Manufacturing,Female,Caucasian,55,48266,United States,Chicago,Middle Adulthood,4.380821918,48266
E03947,Logan Soto,Vice President,Finance,Research & Development,Male,Latino,36,223404,United States,Columbus,Young Adulthood,7.043835616,294893
E04535,Charlotte Vo,System Administrator ,IT,Speciality Products,Female,Asian,57,74854,United States,Seattle,Middle Adulthood,11.64931507,74854
E00380,Alice Thompson,Vice President,Accounting,Speciality Products,Female,Caucasian,48,217783,United States,Seattle,Middle Adulthood,18.36712329,296185
E01432,Peyton Garza,Systems Analyst,IT,Manufacturing,Female,Latino,53,44735,Brazil,Manaus,Middle Adulthood,21.06027397,44735
E02628,Nora Nelson,Analyst II,Finance,Manufacturing,Female,Caucasian,41,50685,United States,Columbus,Middle Adulthood,18.65753425,50685
E03578,Maverick Li,Analyst II,Sales,Research & Development,Male,Asian,34,58993,United States,Austin,Young Adulthood,7.484931507,58993
E03563,Ian Barnes,Operations Engineer,Engineering,Corporate,Male,Caucasian,47,115765,United States,Miami,Middle Adulthood,5.235616438,115765
E02781,Athena Vu,Director,Accounting,Manufacturing,Female,Asian,63,193044,United States,Miami,Middle Adulthood,18.50410959,222001
E04739,Ruby Washington,Analyst,Marketing,Research & Development,Female,Black,65,56686,United States,Seattle,Older Adulthood,14.21917808,56686
E02665,Bella Butler,Sr. Manger,Finance,Manufacturing,Female,Black,33,131652,United States,Seattle,Young Adulthood,5.857534247,146134
E04132,Kinsley Henry,Director,Marketing,Manufacturing,Female,Black,45,150577,United States,Miami,Middle Adulthood,17.51780822,188221
E00276,Kennedy Romero,Engineering Manager,Engineering,Research & Development,Female,Latino,37,87359,Brazil,Rio de Janerio,Young Adulthood,6.684931507,96968
E04277,Zoe Do,Analyst II,Sales,Speciality Products,Female,Asian,60,51877,China,Beijing,Middle Adulthood,11.65479452,51877
E03890,Everett Khan,Solutions Architect,IT,Manufacturing,Male,Asian,43,86417,United States,Chicago,Middle Adulthood,8.624657534,86417
E02012,Anna Han,System Administrator ,IT,Research & Development,Female,Asian,65,96548,United States,Austin,Older Adulthood,22.33424658,96548
E02881,Leilani Sharma,Sr. Analyst,Accounting,Manufacturing,Female,Asian,43,92940,China,Chengdu,Middle Adulthood,11.61369863,92940
E03750,Jordan Cho,Analyst II,Accounting,Speciality Products,Male,Asian,28,61410,United States,Phoenix,Young Adulthood,7.02739726,61410
E00605,Nova Williams,Manager,Finance,Speciality Products,Female,Black,61,110302,United States,Miami,Middle Adulthood,15.36438356,116920
E04641,Scarlett Hill,Director,Engineering,Speciality Products,Female,Black,45,187205,United States,Columbus,Middle Adulthood,7.367123288,232134
E01019,Dominic Scott,Sr. Analyst,Sales,Corporate,Male,Caucasian,45,81687,United States,Phoenix,Middle Adulthood,14.4739726,81687
E01519,Anthony Marquez,Vice President,IT,Speciality Products,Male,Latino,54,241083,United States,Columbus,Middle Adulthood,16.05753425,335105
E03694,Elena Patterson,Vice President,Finance,Speciality Products,Female,Black,38,223805,United States,Chicago,Young Adulthood,6.816438356,304375
E01123,Madison Nelson,Director,Accounting,Corporate,Female,Caucasian,27,161759,United States,Miami,Young Adulthood,4.131506849,187640
E01366,William Walker,Computer Systems Manager,IT,Research & Development,Male,Black,40,95899,United States,Columbus,Middle Adulthood,6.523287671,105489
E04005,Lincoln Wong,Sr. Analyst,Finance,Corporate,Male,Asian,49,80700,United States,Columbus,Middle Adulthood,6.24109589,80700
E02770,James Huang,Manager,Human Resources,Speciality Products,Male,Asian,54,128136,China,Beijing,Middle Adulthood,28.49589041,134543
E04018,Emery Ford,Analyst II,Marketing,Corporate,Female,Caucasian,39,58745,United States,Austin,Middle Adulthood,8.378082192,58745
E01591,Paisley Trinh,Technical Architect,IT,Corporate,Female,Asian,57,76202,United States,Austin,Middle Adulthood,33.35068493,76202
E04940,Hudson Williams,Vice President,Sales,Speciality Products,Male,Black,36,195200,United States,Austin,Young Adulthood,7.460273973,265472
E03465,Harper Phan,Analyst II,Finance,Manufacturing,Female,Asian,45,71454,China,Shanghai,Middle Adulthood,8.739726027,71454
E03870,Madeline Allen,Cloud Infrastructure Architect,IT,Manufacturing,Female,Caucasian,30,94652,United States,Seattle,Young Adulthood,5.580821918,94652
E01927,Charles Moore,Technical Architect,IT,Manufacturing,Male,Black,34,63411,United States,Miami,Young Adulthood,9.547945205,63411
E03064,Lincoln Fong,Analyst II,Sales,Speciality Products,Male,Asian,31,67171,China,Chongqing,Young Adulthood,5.542465753,67171
E01883,Isla Guzman,Sr. Manger,Accounting,Speciality Products,Female,Latino,28,152036,Brazil,Rio de Janerio,Young Adulthood,6.161643836,174841
E03984,Hailey Foster,Controls Engineer,Engineering,Manufacturing,Female,Black,55,95562,United States,Chicago,Middle Adulthood,4.452054795,95562
E00446,Hudson Hill,Sr. Analyst,Sales,Research & Development,Male,Caucasian,30,96092,United States,Austin,Young Adulthood,5.830136986,96092
E02825,Wyatt Li,Vice President,Engineering,Manufacturing,Male,Asian,63,254289,United States,Chicago,Middle Adulthood,12.25479452,353462
E04174,Maverick Henry,Computer Systems Manager,IT,Research & Development,Male,Caucasian,26,69110,United States,Chicago,Young Adulthood,6.150684932,72566
E01899,Xavier Jackson,Vice President,Marketing,Speciality Products,Male,Caucasian,52,236314,United States,Miami,Middle Adulthood,23.24109589,316661
E02562,Christian Medina,Analyst,Marketing,Corporate,Male,Latino,51,45206,United States,Columbus,Middle Adulthood,18.21643836,45206
E01006,Autumn Leung,Vice President,Finance,Research & Development,Female,Asian,25,210708,United States,Chicago,Young Adulthood,3.797260274,280242
E02903,Robert Vazquez,System Administrator ,IT,Corporate,Male,Latino,40,87770,United States,Austin,Middle Adulthood,3.934246575,87770
E03642,Aria Roberts,Manager,Accounting,Corporate,Female,Caucasian,38,106858,United States,Seattle,Young Adulthood,10.0630137,112201
E02884,Axel Johnson,Director,Human Resources,Corporate,Male,Caucasian,60,155788,United States,Seattle,Middle Adulthood,10.39178082,182272
E00701,Madeline Garcia,Sr. Business Partner,Human Resources,Speciality Products,Female,Latino,45,74891,Brazil,Rio de Janerio,Middle Adulthood,6.356164384,74891
E04720,Christopher Chung,Controls Engineer,Engineering,Corporate,Male,Asian,28,95670,United States,Phoenix,Young Adulthood,3.706849315,95670
E01985,Eliana Turner,Account Representative,Sales,Research & Development,Female,Black,65,67837,United States,Austin,Older Adulthood,24.93972603,67837
E03273,Daniel Shah,Analyst II,Sales,Research & Development,Male,Asian,41,72425,China,Beijing,Middle Adulthood,15.25479452,72425
E02415,Penelope Gonzalez,Sr. Analyst,Sales,Corporate,Female,Latino,52,93103,United States,Phoenix,Middle Adulthood,30.89863014,93103
E02877,Mila Allen,Controls Engineer,Engineering,Corporate,Female,Caucasian,56,76272,United States,Miami,Middle Adulthood,9.890410959,76272
E00091,Emilia Chu,Analyst II,Finance,Manufacturing,Female,Asian,48,55760,United States,Austin,Middle Adulthood,22.20547945,55760
E02563,Emily Clark,Vice President,Accounting,Corporate,Female,Caucasian,36,253294,United States,Miami,Young Adulthood,5.638356164,354612
E04221,Roman King,Analyst II,Finance,Corporate,Male,Caucasian,60,58671,United States,Columbus,Middle Adulthood,18.05753425,58671
E04887,Emery Do,Account Representative,Sales,Research & Development,Female,Asian,40,55457,United States,Columbus,Middle Adulthood,7.468493151,55457
E03170,Autumn Thao,Account Representative,Sales,Manufacturing,Female,Asian,63,72340,United States,Phoenix,Middle Adulthood,7.936986301,72340
E01636,Naomi Coleman,Manager,Marketing,Corporate,Female,Caucasian,29,122054,United States,Phoenix,Young Adulthood,8.835616438,129377
E01387,Cora Zheng,Director,IT,Manufacturing,Female,Asian,27,167100,China,Chengdu,Young Adulthood,7.665753425,200520
E01363,Ayla Daniels,Technical Architect,IT,Corporate,Female,Caucasian,53,78153,United States,Miami,Middle Adulthood,28.37808219,78153
E02249,Allison Daniels,Manager,Finance,Manufacturing,Female,Caucasian,37,103524,United States,Phoenix,Young Adulthood,5.38630137,112841
E02987,Mateo Harris,Manager,IT,Corporate,Male,Caucasian,30,119906,United States,Columbus,Young Adulthood,8.079452055,125901
E03655,Samantha Rogers,Analyst,Marketing,Speciality Products,Female,Caucasian,28,45061,United States,Miami,Young Adulthood,5.62739726,45061
E04048,Julian Lee,IT Systems Architect,IT,Corporate,Male,Asian,51,91399,United States,Seattle,Middle Adulthood,22.63835616,91399
E03626,Nicholas Avila,Enterprise Architect,IT,Research & Development,Male,Latino,28,97336,United States,Austin,Young Adulthood,7.931506849,97336
E03694,Hailey Watson,Sr. Manger,Accounting,Corporate,Female,Black,31,124629,United States,Columbus,Young Adulthood,8.619178082,137092
E02920,Willow Woods,Vice President,Human Resources,Speciality Products,Female,Caucasian,28,231850,United States,Miami,Young Adulthood,4.106849315,322272
E03220,Alexander Gonzales,Manager,Accounting,Research & Development,Male,Latino,34,128329,United States,Phoenix,Young Adulthood,7.249315068,138595
E01347,Aiden Gonzales,Vice President,Marketing,Speciality Products,Male,Latino,44,186033,Brazil,Sao Paulo,Middle Adulthood,4.432876712,249284
E03968,Joshua Chin,Sr. Manger,Marketing,Manufacturing,Male,Asian,60,121480,United States,Phoenix,Middle Adulthood,4.104109589,138487
E04299,Paisley Hall,Director,Human Resources,Speciality Products,Female,Caucasian,41,153275,United States,Columbus,Middle Adulthood,15.29315068,190061
E01150,Allison Leung,Sr. Analyst,Sales,Research & Development,Female,Asian,62,97830,United States,Austin,Middle Adulthood,5.293150685,97830
E03774,Hannah Mejia,Vice President,Marketing,Corporate,Female,Latino,47,239394,United States,Austin,Middle Adulthood,26.49041096,316000
E01638,Elizabeth Huang,Analyst,Finance,Speciality Products,Female,Asian,62,49738,China,Beijing,Middle Adulthood,22.96438356,49738
E01877,Abigail Garza,Analyst,Accounting,Manufacturing,Female,Latino,33,45049,United States,Seattle,Young Adulthood,7.271232877,45049
E01193,Raelynn Lu,Director,Finance,Research & Development,Female,Asian,27,153628,China,Chongqing,Young Adulthood,5.271232877,198180
E01789,Charles Luu,Sr. Manger,Sales,Manufacturing,Male,Asian,25,142731,China,Shanghai,Young Adulthood,4.216438356,158431
E01422,Lydia Espinoza,Sr. Manger,Marketing,Speciality Products,Female,Latino,29,137106,Brazil,Sao Paulo,Young Adulthood,5.301369863,153559
E00440,Adeline Thao,Vice President,Finance,Corporate,Female,Asian,54,183239,United States,Seattle,Middle Adulthood,18.00273973,241875
E00145,Kinsley Dixon,Analyst,Accounting,Manufacturing,Female,Caucasian,28,45819,United States,Miami,Young Adulthood,6.276712329,45819
E04150,Natalia Vu,Analyst,Accounting,Research & Development,Female,Asian,54,55518,United States,Columbus,Middle Adulthood,18.68767123,55518
E02846,Julia Mai,Manager,Marketing,Manufacturing,Female,Asian,50,108134,China,Shanghai,Middle Adulthood,13.48493151,118947
E04247,Camila Evans,Manager,Marketing,Research & Development,Female,Black,55,113950,United States,Miami,Middle Adulthood,32.72054795,124206
E02613,Everly Lai,Vice President,Marketing,Speciality Products,Female,Asian,52,182035,United States,Chicago,Middle Adulthood,27.43835616,236646
E03349,Adam He,Director,Accounting,Speciality Products,Male,Asian,35,181356,China,Beijing,Young Adulthood,8.049315068,223068
E03648,Vivian Hunter,Account Representative,Sales,Corporate,Female,Black,26,66084,United States,Seattle,Young Adulthood,6.035616438,66084
E02192,Lucy Avila,Solutions Architect,IT,Speciality Products,Female,Latino,43,76912,Brazil,Sao Paulo,Middle Adulthood,15.37260274,76912
E03981,Eliana Li,Test Engineer,Engineering,Research & Development,Female,Asian,63,67987,United States,Miami,Middle Adulthood,7.326027397,67987
E03262,Logan Mitchell,Analyst II,Marketing,Manufacturing,Male,Caucasian,65,59833,United States,Columbus,Older Adulthood,20.04657534,59833
E02716,Dominic Dinh,Sr. Manger,Marketing,Speciality Products,Male,Asian,45,128468,United States,Chicago,Middle Adulthood,20.40547945,142599
E00245,Lucas Daniels,Manager,Sales,Corporate,Male,Black,42,102440,United States,Chicago,Middle Adulthood,14.27123288,108586
E04123,Andrew Holmes,Vice President,IT,Speciality Products,Male,Black,59,246619,United States,Miami,Middle Adulthood,14.68219178,335402
E03471,Julia Sandoval,Manager,Human Resources,Corporate,Female,Latino,42,101143,United States,Miami,Middle Adulthood,7.789041096,107212
E00717,Kennedy Vargas,Business Partner,Human Resources,Manufacturing,Female,Latino,45,51404,Brazil,Manaus,Middle Adulthood,19.89589041,51404
E01966,Thomas Williams,Field Engineer,Engineering,Speciality Products,Male,Caucasian,45,87292,United States,Columbus,Middle Adulthood,9.78630137,87292
E03683,Raelynn Hong,Director,Marketing,Speciality Products,Female,Asian,28,182321,China,Beijing,Young Adulthood,5.728767123,233371
E03694,Eli Reed,Systems Analyst,IT,Corporate,Male,Caucasian,51,53929,United States,Miami,Middle Adulthood,11.51780822,53929
E04766,Lyla Yoon,Vice President,Accounting,Manufacturing,Female,Asian,38,191571,United States,Austin,Young Adulthood,12.7260274,252874
E01465,Hannah White,Sr. Manger,Accounting,Corporate,Female,Caucasian,62,150555,United States,Phoenix,Middle Adulthood,16.59726027,170127
E00206,Theodore Xi,Manager,Finance,Corporate,Male,Asian,52,122890,China,Shanghai,Middle Adulthood,15.91780822,131492
E04088,Ezra Liang,Vice President,Finance,Research & Development,Male,Asian,52,216999,United States,Miami,Middle Adulthood,28.28767123,297289
E02066,Grayson Yee,Manager,Human Resources,Corporate,Male,Asian,48,110565,China,Beijing,Middle Adulthood,10.1369863,120516
E03227,Eli Richardson,IT Coordinator,IT,Speciality Products,Male,Caucasian,38,48762,United States,Seattle,Young Adulthood,10.37808219,48762
E03364,Audrey Lee,Development Engineer,Engineering,Speciality Products,Female,Asian,51,87036,China,Chongqing,Middle Adulthood,8.55890411,87036
E00607,Jameson Allen,Director,Marketing,Speciality Products,Male,Caucasian,32,177443,United States,Seattle,Young Adulthood,8.764383562,205834
E02258,Eliza Chen,Enterprise Architect,IT,Research & Development,Female,Asian,36,75862,United States,Austin,Young Adulthood,9.347945205,75862
E03681,Lyla Chen,Sr. Business Partner,Human Resources,Research & Development,Female,Asian,45,90870,United States,Chicago,Middle Adulthood,6.356164384,90870
E02298,Emily Doan,Engineering Manager,Engineering,Corporate,Female,Asian,32,99202,United States,Phoenix,Young Adulthood,10.75068493,110114
E02984,Jack Mai,Sr. Analyst,Marketing,Corporate,Male,Asian,45,92293,China,Chengdu,Middle Adulthood,17.95616438,92293
E02440,Grayson Turner,Solutions Architect,IT,Corporate,Male,Caucasian,54,63196,United States,Chicago,Middle Adulthood,33.19452055,63196
E04699,Ivy Tang,Development Engineer,Engineering,Speciality Products,Female,Asian,48,65340,China,Shanghai,Middle Adulthood,13.33972603,65340
E03579,Robert Zhang,Vice President,Marketing,Corporate,Male,Asian,45,202680,United States,Phoenix,Middle Adulthood,9.945205479,267538
E01649,Eva Alvarado,Computer Systems Manager,IT,Manufacturing,Female,Latino,46,77461,Brazil,Sao Paulo,Middle Adulthood,8.361643836,84432
E04969,Abigail Vang,Operations Engineer,Engineering,Research & Development,Female,Asian,40,109680,China,Chengdu,Middle Adulthood,8.983561644,109680
E00170,Claire Adams,Director,Sales,Manufacturing,Female,Black,61,159567,United States,Phoenix,Middle Adulthood,28.05479452,204246
E00955,Theodore Marquez,Development Engineer,Engineering,Speciality Products,Male,Latino,54,94407,Brazil,Sao Paulo,Middle Adulthood,12.77808219,94407
E00810,Hunter Nunez,Vice President,Human Resources,Corporate,Male,Latino,62,234594,United States,Seattle,Middle Adulthood,23.06027397,312010
E02798,Charles Henderson,Systems Analyst,IT,Speciality Products,Male,Caucasian,48,43080,United States,Austin,Middle Adulthood,23.56986301,43080
E04542,Camila Cortez,Manager,Marketing,Manufacturing,Female,Latino,29,129541,United States,Phoenix,Young Adulthood,4.317808219,139904
E02818,Aaron Garza,Director,Sales,Research & Development,Male,Latino,39,165756,United States,Columbus,Middle Adulthood,11.68767123,212168
E02907,Jose Singh,Sr. Manger,Finance,Speciality Products,Male,Asian,44,142878,United States,Columbus,Middle Adulthood,15.41643836,160023
E00023,Gabriel Joseph,Director,Engineering,Manufacturing,Male,Caucasian,52,187992,United States,Miami,Middle Adulthood,18.85753425,240630
E02391,Natalia Santos,Vice President,Human Resources,Speciality Products,Female,Latino,45,249801,Brazil,Sao Paulo,Middle Adulthood,6.520547945,347223
E01429,Dylan Wilson,Network Administrator,IT,Research & Development,Male,Caucasian,48,76505,United States,Seattle,Middle Adulthood,18.94246575,76505
E00494,Robert Alvarez,Service Desk Analyst,IT,Corporate,Male,Latino,39,84297,Brazil,Manaus,Middle Adulthood,8.868493151,84297
E00634,Samantha Chavez,Sr. Analyst,Sales,Speciality Products,Female,Latino,53,75769,Brazil,Manaus,Middle Adulthood,8.649315068,75769
E01249,Samuel Bailey,Vice President,Accounting,Speciality Products,Male,Caucasian,41,235619,United States,Seattle,Middle Adulthood,12.04931507,306305
E04683,Ezekiel Delgado,Director,Engineering,Speciality Products,Male,Latino,40,187187,Brazil,Manaus,Middle Adulthood,5.569863014,220881
E04732,Benjamin Ramirez,Network Engineer,IT,Research & Development,Male,Latino,48,68987,United States,Chicago,Middle Adulthood,20.11232877,68987
E03834,Anthony Carter,Director,Engineering,Speciality Products,Male,Caucasian,41,155926,United States,Columbus,Middle Adulthood,18.47945205,193348
E02923,Ethan Tang,Sr. Analyst,Accounting,Speciality Products,Male,Asian,54,93668,United States,Chicago,Middle Adulthood,9.334246575,93668
E02642,Sebastian Rogers,HRIS Analyst,Human Resources,Research & Development,Male,Caucasian,38,69647,United States,Miami,Young Adulthood,5.761643836,69647
E00981,Miles Thao,System Administrator ,IT,Corporate,Male,Asian,57,63318,United States,Columbus,Middle Adulthood,22.2,63318
E04157,William Cao,Sr. Analyst,Marketing,Manufacturing,Male,Asian,63,77629,China,Beijing,Middle Adulthood,8.556164384,77629
E03528,Leo Hsu,Sr. Manger,Human Resources,Manufacturing,Male,Asian,62,138808,China,Chongqing,Middle Adulthood,7.780821918,159629
E04547,Avery Grant,Enterprise Architect,IT,Research & Development,Female,Caucasian,49,88777,United States,Chicago,Middle Adulthood,11.50136986,88777
E04415,Penelope Fong,Director,Accounting,Corporate,Female,Asian,60,186378,China,Chongqing,Middle Adulthood,21.31506849,234836
E04484,Vivian Thao,Quality Engineer,Engineering,Research & Development,Female,Asian,45,60017,United States,Chicago,Middle Adulthood,10.36712329,60017
E02800,Eva Estrada,Sr. Manger,Sales,Speciality Products,Female,Latino,45,148991,Brazil,Sao Paulo,Middle Adulthood,7.112328767,166870
E04926,Emma Luna,Field Engineer,Engineering,Speciality Products,Female,Latino,52,97398,Brazil,Manaus,Middle Adulthood,17.44931507,97398
E01268,Charlotte Wu,Sr. Business Partner,Human Resources,Manufacturing,Female,Asian,63,72805,China,Shanghai,Middle Adulthood,18.34794521,72805
E04853,Vivian Chu,Sr. Account Representative,Sales,Research & Development,Female,Asian,46,72131,China,Shanghai,Middle Adulthood,4.624657534,72131
E01209,Jayden Williams,Manager,Human Resources,Manufacturing,Male,Caucasian,64,104668,United States,Columbus,Older Adulthood,32.70410959,113041
E02024,Amelia Bell,Sr. Analyst,Sales,Manufacturing,Female,Caucasian,53,89769,United States,Seattle,Middle Adulthood,8.079452055,89769
E02427,Addison Mehta,Manager,Sales,Corporate,Female,Asian,27,127616,United States,Columbus,Young Adulthood,6.967123288,136549
E00276,Alexander Jackson,Manager,Human Resources,Corporate,Male,Caucasian,45,109883,United States,Columbus,Middle Adulthood,13.15616438,117575
E00951,Everly Lin,Business Partner,Human Resources,Manufacturing,Female,Asian,25,47974,China,Chongqing,Young Adulthood,4.468493151,47974
E03248,Lyla Stewart,Sr. Manger,IT,Speciality Products,Female,Caucasian,43,120321,United States,Austin,Middle Adulthood,10.44109589,134760
E04444,Brooklyn Ruiz,IT Coordinator,IT,Manufacturing,Female,Latino,61,57446,United States,Phoenix,Middle Adulthood,11.06849315,57446
E02307,Skylar Evans,Director,Accounting,Research & Development,Female,Caucasian,42,174099,United States,Austin,Middle Adulthood,16.25479452,219365
E02375,Lincoln Huynh,Sr. Manger,Finance,Manufacturing,Male,Asian,63,128703,United States,Austin,Middle Adulthood,23.57808219,145434
E02276,Hazel Griffin,Field Engineer,Engineering,Corporate,Female,Caucasian,32,65247,United States,Phoenix,Young Adulthood,9.819178082,65247
E02649,Charles Gonzalez,Quality Engineer,Engineering,Research & Development,Male,Latino,27,64247,Brazil,Rio de Janerio,Young Adulthood,6.931506849,64247
E00503,Leah Patterson,Manager,Human Resources,Research & Development,Female,Caucasian,33,118253,United States,Austin,Young Adulthood,13.23287671,127713
E01706,Avery Sun,Operations Engineer,Engineering,Manufacturing,Female,Asian,45,109422,China,Chongqing,Middle Adulthood,21.49041096,109422
E00676,Isaac Yoon,Manager,Human Resources,Corporate,Male,Asian,41,126950,United States,Chicago,Middle Adulthood,6.57260274,139645
E02005,Isabella Bui,Enterprise Architect,IT,Manufacturing,Female,Asian,36,97500,United States,Miami,Young Adulthood,10.78630137,97500
E01895,Gabriel Zhou,IT Coordinator,IT,Manufacturing,Male,Asian,25,41844,China,Chongqing,Young Adulthood,4.624657534,41844
E01396,Jack Vu,Analyst II,Accounting,Research & Development,Male,Asian,43,58875,China,Chengdu,Middle Adulthood,11.56438356,58875
E00749,Valentina Moua,Account Representative,Sales,Manufacturing,Female,Asian,37,64204,United States,Columbus,Young Adulthood,9.816438356,64204
E01941,Quinn Trinh,Analyst II,Sales,Corporate,Female,Asian,42,67743,China,Beijing,Middle Adulthood,15.3260274,67743
E01413,Caroline Nelson,Sr. Account Representative,Sales,Speciality Products,Female,Black,60,71677,United States,Columbus,Middle Adulthood,28.10958904,71677
E03928,Miles Dang,IT Coordinator,IT,Speciality Products,Male,Asian,61,40063,United States,Miami,Middle Adulthood,24.95342466,40063
E04109,Leah Bryant,IT Coordinator,IT,Manufacturing,Female,Caucasian,55,40124,United States,Austin,Middle Adulthood,21.35342466,40124
E03994,Henry Jung,Automation Engineer,Engineering,Manufacturing,Male,Asian,57,103183,United States,Austin,Middle Adulthood,7.517808219,103183
E00639,Benjamin Mai,System Administrator ,IT,Corporate,Male,Asian,54,95239,United States,Phoenix,Middle Adulthood,27.23287671,95239
E00608,Anna Han,Development Engineer,Engineering,Manufacturing,Female,Asian,29,75012,United States,Chicago,Young Adulthood,5.816438356,75012
E04189,Ariana Kim,Network Architect,IT,Manufacturing,Female,Asian,33,96366,China,Chengdu,Young Adulthood,11.18356164,96366
E02732,Alice Tran,Analyst,Marketing,Corporate,Female,Asian,39,40897,United States,Seattle,Middle Adulthood,11.10136986,40897
E00324,Hailey Song,Manager,Finance,Research & Development,Female,Asian,37,124928,China,Chongqing,Young Adulthood,9.030136986,132424
E00518,Lydia Morales,Manager,Finance,Speciality Products,Female,Latino,51,108221,Brazil,Manaus,Middle Adulthood,12.22465753,113632
E01286,Liam Sanders,Sr. Business Partner,Human Resources,Corporate,Male,Caucasian,46,75579,United States,Seattle,Middle Adulthood,18.54246575,75579
E04564,Luke Sanchez,Sr. Manger,Human Resources,Manufacturing,Male,Latino,41,129903,Brazil,Sao Paulo,Middle Adulthood,9.687671233,146790
E02033,Grace Sun,Director,Finance,Research & Development,Female,Asian,25,186870,China,Shanghai,Young Adulthood,4.378082192,224244
E00412,Ezra Banks,Analyst II,Sales,Research & Development,Male,Caucasian,37,57531,United States,Chicago,Young Adulthood,15.36986301,57531
E01844,Jayden Kang,Analyst,Finance,Research & Development,Male,Asian,46,55894,United States,Seattle,Middle Adulthood,14.36712329,55894
E00667,Skylar Shah,Field Engineer,Engineering,Manufacturing,Female,Asian,42,72903,United States,Phoenix,Middle Adulthood,13.35616438,72903
E02639,Sebastian Le,Analyst,Finance,Corporate,Male,Asian,37,45369,China,Beijing,Young Adulthood,9.819178082,45369
E00287,Luca Nelson,Manager,Finance,Speciality Products,Male,Caucasian,60,106578,United States,Miami,Middle Adulthood,15.22465753,116170
E02235,Riley Ramirez,Sr. Business Partner,Human Resources,Research & Development,Female,Latino,52,92994,United States,Chicago,Middle Adulthood,25.98630137,92994
E02720,Jaxon Fong,Sr. Analyst,Sales,Speciality Products,Male,Asian,59,83685,China,Beijing,Middle Adulthood,28.49041096,83685
E03583,Kayden Jordan,Cloud Infrastructure Architect,IT,Research & Development,Male,Caucasian,48,99335,United States,Phoenix,Middle Adulthood,14.97534247,99335
E01188,Alexander James,Sr. Manger,Human Resources,Manufacturing,Male,Caucasian,42,131179,United States,Columbus,Middle Adulthood,12.38082192,150856
E02428,Connor Luu,Computer Systems Manager,IT,Speciality Products,Male,Asian,35,73899,China,Chengdu,Young Adulthood,9.336986301,77594
E03289,Christopher Lam,Vice President,Accounting,Manufacturing,Male,Asian,64,252325,United States,Columbus,Older Adulthood,12.43561644,353255
E01947,Sophie Owens,Analyst II,Finance,Research & Development,Female,Caucasian,30,52697,United States,Seattle,Young Adulthood,10.50136986,52697
E02024,Addison Perez,Operations Engineer,Engineering,Speciality Products,Female,Latino,29,123588,Brazil,Sao Paulo,Young Adulthood,4.936986301,123588
E04249,Hadley Dang,Vice President,Accounting,Corporate,Female,Asian,47,243568,United States,Austin,Middle Adulthood,3.684931507,323945
E01090,Ethan Mehta,Director,Sales,Research & Development,Male,Asian,49,199176,United States,Phoenix,Middle Adulthood,24.13424658,246978
E03830,Madison Her,Technical Architect,IT,Speciality Products,Female,Asian,56,82806,United States,Seattle,Middle Adulthood,29.21369863,82806
E04363,Savannah Singh,Director,Marketing,Speciality Products,Female,Asian,53,164399,United States,Seattle,Middle Adulthood,28.21917808,205499
E04920,Nevaeh Hsu,Sr. Manger,Human Resources,Manufacturing,Female,Asian,32,154956,United States,Phoenix,Young Adulthood,8.389041096,175100
E03866,Jordan Zhu,Sr. Manger,Marketing,Manufacturing,Male,Asian,32,143970,United States,Seattle,Young Adulthood,8.594520548,161246
E03521,Jackson Navarro,Director,Sales,Corporate,Male,Latino,52,163143,Brazil,Sao Paulo,Middle Adulthood,4.936986301,208823
E04095,Sadie Patterson,Sr. Analyst,Accounting,Speciality Products,Female,Caucasian,38,89390,United States,Seattle,Young Adulthood,5.109589041,89390
E04079,Christopher Butler,Network Architect,IT,Manufacturing,Male,Caucasian,41,67468,United States,Miami,Middle Adulthood,7.912328767,67468
E01508,Penelope Rodriguez,Engineering Manager,Engineering,Manufacturing,Female,Latino,49,100810,Brazil,Rio de Janerio,Middle Adulthood,9.479452055,112907
E02259,Emily Lau,Sr. Analyst,Finance,Manufacturing,Female,Asian,35,74779,United States,Phoenix,Young Adulthood,6.463013699,74779
