Date,Dispensed Pharmacy,Dispensed Region,Distribution Method,Order Priority,Ship Date,Distribution Costs,Number of Records,Order ID
5/23/2010,Matthew Clasen,South,DTP,Low,9/21/2025,9.92,1,"18,757"
5/23/2010,Matthew Clasen,South,Custom Order,Low,9/22/2025,1.6,1,"18,757"
5/24/2010,Randy Ferguson,South,DTP,Not Specified,9/23/2025,8.99,1,"25,447"
5/24/2010,Liz Carlisle,Central,DTP,Medium,9/24/2025,1.99,1,"32,100"
5/24/2010,Anna Andreadi,South,DTP,Medium,9/25/2025,5.46,1,"43,523"
5/24/2010,Art Foster,Central,Custom Order,Critical,9/26/2025,0.5,1,"13,670"
5/24/2010,Randy Ferguson,South,Wholesaler,Not Specified,9/27/2025,54.12,1,"25,447"
5/25/2010,Eudokia Martin,East,DTP,Critical,9/28/2025,19.99,1,"53,285"
5/25/2010,Astrea Jones,South,DTP,Critical,9/29/2025,0.8,1,"6,693"
5/25/2010,Susan Pistek,South,DTP,High,9/30/2025,0.99,1,"35,842"
5/26/2010,Tracy Collins,Central,DTP,Critical,10/1/2025,9.54,1,"17,543"
5/26/2010,Amy Cox,West,DTP,Low,10/2/2025,4.5,1,"36,929"
5/26/2010,Philip Fox,South,Custom Order,Medium,10/3/2025,8.34,1,"12,804"
5/26/2010,Tracy Collins,Central,DTP,Critical,10/4/2025,8.08,1,"17,543"
5/26/2010,Tracy Collins,Central,DTP,Critical,10/5/2025,17.08,1,"17,543"
5/26/2010,Philip Fox,South,DTP,Medium,10/6/2025,0.75,1,"12,804"
5/26/2010,Bill Overfelt,West,DTP,Critical,10/7/2025,7.09,1,"20,451"
5/26/2010,Bill Overfelt,West,Wholesaler,Critical,10/8/2025,45.7,1,"20,451"
5/26/2010,Philip Fox,South,DTP,Medium,10/9/2025,0.5,1,"12,804"
5/26/2010,Amy Cox,West,DTP,Low,10/10/2025,8.74,1,"36,929"
5/27/2010,Andrew Roberts,Central,DTP,Medium,10/11/2025,0.96,1,"59,015"
5/27/2010,Andrew Roberts,Central,DTP,Medium,10/12/2025,1.99,1,"59,015"
5/27/2010,Patrick Jones,South,DTP,High,10/13/2025,2.99,1,"55,460"
5/27/2010,Benjamin Farhat,West,DTP,High,10/14/2025,12.78,1,"26,336"
5/27/2010,Mark Cousins,East,Wholesaler,Not Specified,10/15/2025,58.92,1,"44,768"
5/27/2010,Andrew Roberts,Central,DTP,Medium,10/16/2025,5.81,1,"59,015"
5/27/2010,Patrick Jones,South,DTP,High,10/17/2025,4.5,1,"55,460"
5/27/2010,Benjamin Farhat,West,DTP,High,10/18/2025,6.5,1,"26,336"
5/27/2010,Harold Engle,Central,Custom Order,Low,10/19/2025,5.99,1,"11,269"
5/27/2010,Harold Engle,Central,DTP,Low,10/20/2025,20.49,1,"11,269"
5/28/2010,Jenna Caffey,West,DTP,High,10/21/2025,4.28,1,"40,933"
5/28/2010,Eric Barreto,South,Wholesaler,Medium,10/22/2025,58.95,1,"17,216"
5/28/2010,Denise Monton,Central,Custom Order,Not Specified,10/23/2025,5.47,1,"3,650"
5/28/2010,Denise Monton,Central,Wholesaler,Not Specified,10/24/2025,64.2,1,"3,650"
5/29/2010,Erin Smith,East,DTP,Critical,10/25/2025,4.99,1,"45,125"
5/29/2010,Ivan Gibson,West,DTP,High,10/26/2025,7.46,1,"59,878"
5/29/2010,Ivan Gibson,West,DTP,High,10/27/2025,8.51,1,"59,878"
5/29/2010,Erin Smith,East,Wholesaler,Critical,10/28/2025,35.02,1,"45,125"
5/29/2010,Neoma Murray,South,Custom Order,High,10/29/2025,6.22,1,"34,757"
5/29/2010,Adrian Barton,South,DTP,Low,10/30/2025,3.99,1,"21,763"
5/30/2010,Andrew Roberts,Central,Custom Order,Low,10/31/2025,39.61,1,"29,218"
5/30/2010,Andrew Roberts,Central,DTP,Low,11/1/2025,0.7,1,"29,218"
5/30/2010,Sally Knutson,Central,Custom Order,Critical,11/2/2025,4.62,1,"25,635"
5/30/2010,Sally Knutson,Central,DTP,Critical,11/3/2025,3.63,1,"25,635"
5/30/2010,Thea Hendricks,South,DTP,High,11/4/2025,1,1,"56,802"
5/30/2010,Andrew Roberts,Central,DTP,Low,11/5/2025,8.99,1,"29,218"
5/30/2010,Jay Fine,South,DTP,High,11/6/2025,5.83,1,"29,221"
5/30/2010,Robert Dilbeck,South,DTP,Low,11/7/2025,4.97,1,"23,363"
5/31/2010,Alyssa Crouse,Central,DTP,Medium,11/8/2025,5.16,1,"38,914"
5/31/2010,Shahid Hopkins,West,DTP,Not Specified,11/9/2025,8.59,1,"42,177"
5/31/2010,Odella Nelson,West,Wholesaler,High,11/10/2025,28.63,1,"50,181"
5/31/2010,Cari Sayre,West,DTP,High,11/11/2025,8.99,1,"27,138"
5/31/2010,Cari Sayre,West,Wholesaler,High,11/12/2025,35.84,1,"27,138"
5/31/2010,Shahid Hopkins,West,DTP,Not Specified,11/13/2025,6.02,1,"42,177"
6/1/2010,Russell D'Ascenzo,Central,Custom Order,Low,11/14/2025,6.22,1,"48,993"
6/1/2010,Nathan Mautz,South,DTP,Critical,11/15/2025,8.99,1,"48,614"
6/1/2010,Don Weiss,South,Wholesaler,Critical,11/16/2025,54.74,1,"1,285"
6/1/2010,Scott Cohen,West,DTP,High,11/17/2025,2.5,1,"33,029"
6/1/2010,Don Weiss,South,Wholesaler,Critical,11/18/2025,69.64,1,"1,285"
6/1/2010,Scott Cohen,West,Wholesaler,High,11/19/2025,75.23,1,"33,029"
6/1/2010,Brian DeCherney,West,DTP,Low,11/20/2025,7.91,1,"47,456"
6/2/2010,Pauline Chand,East,Wholesaler,Low,11/21/2025,30,1,"50,883"
6/2/2010,Christopher Conant,Central,DTP,Critical,11/22/2025,6.5,1,"23,911"
6/2/2010,Christopher Conant,Central,DTP,Critical,11/23/2025,7.5,1,"23,911"
6/2/2010,Ivan Liston,South,DTP,Critical,11/24/2025,0.49,1,"53,762"
6/2/2010,Christopher Conant,Central,Wholesaler,Critical,11/25/2025,70.2,1,"23,911"
6/2/2010,Bobby Trafton,South,Custom Order,Low,11/26/2025,1.99,1,"36,832"
6/2/2010,Bobby Trafton,South,DTP,Low,11/27/2025,1.49,1,"36,832"
6/3/2010,Ken Lonsdale,South,DTP,Not Specified,11/28/2025,5.89,1,"12,292"
6/3/2010,Katherine Murray,West,DTP,Medium,11/29/2025,2.79,1,"9,024"
6/3/2010,Karl Brown,West,Wholesaler,Low,11/30/2025,23.19,1,"3,654"
6/3/2010,Katherine Murray,West,DTP,Medium,12/1/2025,0.95,1,"9,024"
6/3/2010,Tamara Manning,South,Wholesaler,Critical,12/2/2025,42,1,"19,652"
6/3/2010,Marc Crier,Central,DTP,Medium,12/3/2025,6.5,1,"46,055"
6/3/2010,Tamara Manning,South,DTP,Critical,12/4/2025,3.99,1,"19,652"
6/3/2010,Katherine Murray,West,DTP,Medium,12/5/2025,6.5,1,"9,024"
6/3/2010,Annie Thurman,West,DTP,Not Specified,12/6/2025,3.3,1,"3,172"
6/3/2010,Hallie Redmond,South,Wholesaler,Medium,12/7/2025,46.74,1,"1,027"
6/3/2010,Karl Brown,West,DTP,Low,12/8/2025,5.33,1,"3,654"
6/3/2010,Karl Brown,West,DTP,Low,12/9/2025,13.99,1,"3,654"
6/4/2010,Debra Catini,West,DTP,Medium,12/10/2025,1.49,1,"44,679"
6/4/2010,Debra Catini,West,DTP,Medium,12/11/2025,12.23,1,"44,679"
6/5/2010,Nora Price,East,DTP,Not Specified,12/12/2025,1.49,1,"23,809"
6/5/2010,Patrick Jones,South,DTP,Critical,12/13/2025,5.08,1,"34,754"
6/6/2010,Craig Molinari,Central,Wholesaler,High,12/14/2025,99,1,"56,805"
6/6/2010,Henia Zydlo,Central,DTP,Medium,12/15/2025,19.99,1,"36,354"
6/6/2010,Luke Weiss,Central,Custom Order,Low,12/16/2025,4.99,1,"37,315"
6/6/2010,Luke Weiss,Central,DTP,Low,12/17/2025,5.17,1,"37,315"
6/7/2010,Anemone Ratner,West,DTP,Medium,12/18/2025,6.74,1,"37,762"
6/7/2010,Katherine Nockton,South,Custom Order,Low,12/19/2025,6.5,1,"24,390"
6/7/2010,Brad Eason,Central,DTP,Critical,12/20/2025,5.16,1,"15,591"
6/8/2010,Michael Dominguez,West,Custom Order,Critical,12/21/2025,9.07,1,"50,144"
6/8/2010,Rick Wilson,West,DTP,High,12/22/2025,1.99,1,"39,943"
6/8/2010,Maribeth Dona,Central,DTP,High,12/23/2025,4,1,"9,505"
6/8/2010,Katrina Willman,Central,DTP,Not Specified,12/24/2025,7.58,1,"2,054"
6/8/2010,Gary Mitchum,South,DTP,Critical,12/25/2025,6.97,1,"21,028"
6/8/2010,Rick Wilson,West,DTP,High,12/26/2025,3.3,1,"39,943"
6/8/2010,Maribeth Dona,Central,DTP,High,12/27/2025,5.5,1,"9,505"
6/8/2010,Katrina Willman,Central,DTP,Not Specified,12/28/2025,19.99,1,"2,054"
6/9/2010,Thomas Boland,West,DTP,Medium,12/29/2025,4.98,1,"35,012"
6/9/2010,Carlos Daly,East,DTP,Not Specified,12/30/2025,5.94,1,868
6/9/2010,Mathew Reese,South,DTP,High,12/31/2025,9.45,1,"19,874"
6/9/2010,Philip Fox,South,DTP,Not Specified,1/1/2026,5.26,1,"39,686"
6/9/2010,Thomas Boland,West,DTP,Medium,1/2/2026,4.2,1,"35,012"
6/9/2010,Kean Thornton,West,DTP,Not Specified,1/3/2026,21.28,1,"55,431"
6/9/2010,Philip Fox,South,Wholesaler,Not Specified,1/4/2026,91.05,1,"39,686"
6/9/2010,Carlos Daly,East,DTP,Not Specified,1/5/2026,3.61,1,868
6/9/2010,Lisa DeCherney,West,DTP,Medium,1/6/2026,0.8,1,"29,856"
6/10/2010,Karen Carlisle,South,DTP,Not Specified,1/7/2026,10.49,1,"45,664"
6/11/2010,Tracy Collins,Central,DTP,Medium,1/8/2026,5.76,1,"42,887"
6/11/2010,Brad Thomas,East,DTP,Critical,1/9/2026,4.69,1,"38,851"
6/11/2010,Mick Hernandez,South,DTP,High,1/10/2026,5,1,"43,874"
6/11/2010,Cindy Chapman,West,DTP,High,1/11/2026,8.99,1,"39,938"
6/11/2010,Tracy Collins,Central,DTP,Medium,1/12/2026,8.99,1,"42,887"
6/11/2010,Tracy Collins,Central,Wholesaler,Medium,1/13/2026,51.92,1,"42,887"
6/12/2010,Thomas Thornton,West,Custom Order,Low,1/14/2026,9.03,1,"50,977"
6/12/2010,Astrea Jones,South,DTP,Medium,1/15/2026,8.94,1,"43,460"
6/12/2010,Trudy Schmidt,West,DTP,High,1/16/2026,5.86,1,"28,901"
6/12/2010,Julia Dunbar,West,DTP,Medium,1/17/2026,6.5,1,"58,658"
6/12/2010,Julia Dunbar,West,Wholesaler,Medium,1/18/2026,58.64,1,"58,658"
6/12/2010,Julia West,East,Custom Order,Critical,1/19/2026,19.99,1,"44,839"
6/12/2010,Julia Dunbar,West,DTP,Medium,1/20/2026,0.99,1,"58,658"
6/12/2010,George Ashbrook,East,DTP,Low,1/21/2026,5.26,1,"12,551"
6/13/2010,Lela Donovan,East,DTP,Medium,1/22/2026,3.5,1,"17,507"
6/13/2010,Helen Wasserman,South,DTP,Low,1/23/2026,2.99,1,"10,823"
6/13/2010,Alan Schoenberger,West,DTP,Not Specified,1/24/2026,2.15,1,"26,274"
6/13/2010,Lela Donovan,East,Wholesaler,Medium,1/25/2026,28.06,1,"17,507"
6/13/2010,Adrian Hane,East,Custom Order,Critical,1/26/2026,8.99,1,"6,535"
6/13/2010,Russell Applegate,Central,DTP,Low,1/27/2026,6.35,1,"26,853"
6/14/2010,Emily Grady,West,Custom Order,Medium,1/28/2026,1.02,1,"9,573"
6/14/2010,Emily Grady,West,DTP,Medium,1/29/2026,1.92,1,"9,573"
6/14/2010,Corey Catlett,West,DTP,Not Specified,1/30/2026,44.78,1,"43,815"
6/14/2010,Paul Stevenson,West,DTP,Not Specified,1/31/2026,3.99,1,"48,868"
6/14/2010,Paul Stevenson,West,Custom Order,Not Specified,2/1/2026,35,1,"48,868"
6/15/2010,Neil Knudson,West,Wholesaler,Medium,2/2/2026,45.51,1,"43,045"
6/15/2010,MaryBeth Skach,West,DTP,Critical,2/3/2026,2.36,1,"14,241"
6/15/2010,Janet Lee,Central,DTP,Low,2/4/2026,5,1,"28,899"
6/15/2010,Neil Knudson,West,DTP,Medium,2/5/2026,10.12,1,"43,045"
6/16/2010,Ionia McGrath,South,DTP,Medium,2/6/2026,5.86,1,"6,183"
6/16/2010,Duane Huffman,East,DTP,Not Specified,2/7/2026,35,1,"13,383"
6/16/2010,Sally Hughsby,South,DTP,Not Specified,2/8/2026,1,1,"16,897"
6/16/2010,Sally Hughsby,South,Wholesaler,Not Specified,2/9/2026,58.95,1,"16,897"
6/17/2010,Tamara Chand,East,Custom Order,Medium,2/10/2026,0.71,1,"53,698"
6/17/2010,Michael Paige,Central,Wholesaler,Medium,2/11/2026,28.66,1,"29,893"
6/17/2010,Liz Price,West,DTP,Critical,2/12/2026,8.99,1,"19,972"
6/18/2010,Cathy Armstrong,Central,DTP,Not Specified,2/13/2026,10.49,1,"30,147"
6/18/2010,Theone Pippenger,East,Wholesaler,High,2/14/2026,26.22,1,"1,346"
6/19/2010,Katherine Hughes,West,DTP,Critical,2/15/2026,2.96,1,"59,680"
6/19/2010,Michelle Huthwaite,West,DTP,Critical,2/16/2026,5.89,1,"43,488"
6/19/2010,Michelle Huthwaite,West,DTP,Critical,2/17/2026,6.67,1,"43,488"
6/19/2010,Michelle Huthwaite,West,DTP,Critical,2/18/2026,6.46,1,"43,488"
6/19/2010,Michelle Huthwaite,West,DTP,Critical,2/19/2026,24.49,1,"43,488"
6/20/2010,John Lucas,South,DTP,Critical,2/20/2026,6.02,1,"33,541"
6/20/2010,Damala Kotsonis,South,DTP,Low,2/21/2026,6.3,1,"6,885"
6/20/2010,Jane Waco,East,DTP,High,2/22/2026,8.99,1,"46,497"
6/20/2010,Karen Ferguson,South,DTP,Critical,2/23/2026,8.99,1,"26,407"
6/20/2010,Nicole Brennan,West,Wholesaler,Medium,2/24/2026,30,1,"33,222"
6/20/2010,Karen Ferguson,South,DTP,Critical,2/25/2026,35,1,"26,407"
6/20/2010,Nicole Brennan,West,DTP,Medium,2/26/2026,15.8,1,"33,222"
6/20/2010,Damala Kotsonis,South,Wholesaler,Low,2/27/2026,30,1,"6,885"
6/21/2010,Gary Hwang,Central,DTP,Medium,2/28/2026,5.03,1,"8,294"
6/21/2010,Maureen Gastineau,West,DTP,Medium,3/1/2026,2.9,1,967
6/21/2010,Maureen Gastineau,West,DTP,Medium,3/2/2026,7.51,1,967
6/21/2010,Richard Bierner,West,DTP,High,3/3/2026,5.31,1,"41,667"
6/21/2010,Maureen Gastineau,West,Wholesaler,Medium,3/4/2026,32.48,1,967
6/23/2010,Barry Pond,East,DTP,Medium,3/5/2026,4.96,1,"25,986"
6/23/2010,Mark Cousins,East,Wholesaler,High,3/6/2026,26.85,1,"49,255"
6/24/2010,Mark Cousins,East,DTP,High,3/7/2026,8.99,1,"24,580"
6/24/2010,Mark Cousins,East,DTP,High,3/8/2026,4.57,1,"24,580"
6/25/2010,Sandra Glassco,West,DTP,Medium,3/9/2026,5,1,"11,044"
6/25/2010,Dean Percer,South,DTP,Not Specified,3/10/2026,11.37,1,"12,005"
6/25/2010,Debra Catini,West,DTP,Critical,3/11/2026,22.6,1,"46,691"
6/25/2010,Victor Price,South,DTP,Low,3/12/2026,7.51,1,"19,718"
6/26/2010,Michael Stewart,West,DTP,Not Specified,3/13/2026,5.81,1,"55,494"
6/26/2010,Michael Stewart,West,Custom Order,Not Specified,3/14/2026,4.8,1,"55,494"
6/26/2010,Sonia Sunley,Central,Wholesaler,Critical,3/15/2026,68.02,1,"19,074"
6/27/2010,Bruce Stewart,West,Custom Order,High,3/16/2026,0.99,1,"24,386"
6/27/2010,Fred Chung,South,DTP,Medium,3/17/2026,2.99,1,"57,025"
6/27/2010,Helen Wasserman,South,DTP,Not Specified,3/18/2026,1.99,1,"14,210"
6/27/2010,Bruce Stewart,West,DTP,High,3/19/2026,13.68,1,"24,386"
6/27/2010,Charles McCrossin,East,DTP,Low,3/20/2026,3.37,1,"47,620"
6/28/2010,Natalie Webber,Central,Custom Order,Low,3/21/2026,8.49,1,"6,695"
6/28/2010,Joel Eaton,East,DTP,Critical,3/22/2026,15.09,1,"33,793"
6/28/2010,Beth Thompson,East,DTP,High,3/23/2026,1.2,1,"16,706"
6/28/2010,Beth Thompson,East,DTP,High,3/24/2026,34.2,1,"16,706"
6/28/2010,Roy Skaria,Central,Custom Order,Low,3/25/2026,0.7,1,"17,508"
6/28/2010,Beth Thompson,East,Custom Order,High,3/26/2026,3.9,1,"16,706"
6/28/2010,Michael Kennedy,Central,DTP,High,3/27/2026,4.53,1,"43,751"
6/28/2010,Magdelene Morse,West,Wholesaler,Low,3/28/2026,58.2,1,"46,626"
6/29/2010,Penelope Sewall,Central,Wholesaler,Medium,3/29/2026,54.12,1,"29,191"
6/29/2010,Toby Grace,South,Custom Order,Critical,3/30/2026,15.01,1,"50,466"
6/29/2010,Carlos Soltero,Central,DTP,High,3/31/2026,1.25,1,"44,037"
6/29/2010,Carlos Soltero,Central,DTP,High,4/1/2026,5.08,1,"44,037"
6/29/2010,Sylvia Foulston,East,DTP,Low,4/2/2026,24.49,1,"24,743"
6/29/2010,Sylvia Foulston,East,Wholesaler,Low,4/3/2026,64.2,1,"24,743"
6/30/2010,Jennifer Braxton,Central,Custom Order,Low,4/4/2026,8.99,1,"48,067"
6/30/2010,Cynthia Delaney,Central,DTP,Not Specified,4/5/2026,5,1,"23,685"
6/30/2010,Maureen Gastineau,West,DTP,Not Specified,4/6/2026,25.46,1,"28,387"
6/30/2010,Hallie Redmond,South,Wholesaler,Not Specified,4/7/2026,30,1,"52,324"
6/30/2010,Jennifer Braxton,Central,Custom Order,Low,4/8/2026,3,1,"48,067"
6/30/2010,Katherine Nockton,South,DTP,High,4/9/2026,5.01,1,"17,414"
6/30/2010,Katherine Nockton,South,DTP,High,4/10/2026,19.99,1,"17,414"
6/30/2010,Erica Bern,Central,DTP,Low,4/11/2026,19.99,1,"4,416"
6/30/2010,Carlos Daly,East,Custom Order,Low,4/12/2026,24.49,1,"26,272"
7/1/2010,Joy Bell,East,DTP,Low,4/13/2026,14.83,1,"46,912"
7/1/2010,Michelle Arnett,Central,DTP,High,4/14/2026,7.01,1,"17,826"
7/2/2010,Sarah Bern,West,DTP,Not Specified,4/15/2026,6.22,1,"40,801"
7/3/2010,Mark Haberlin,West,Custom Order,Not Specified,4/16/2026,40.97,1,"55,938"
7/3/2010,Bill Eplett,South,DTP,Not Specified,4/17/2026,0.5,1,"4,096"
7/3/2010,Guy Thornton,West,DTP,High,4/18/2026,9.03,1,"55,526"
7/3/2010,Liz MacKendrick,West,DTP,Not Specified,4/19/2026,37.58,1,"37,313"
7/3/2010,Liz MacKendrick,West,Custom Order,Not Specified,4/20/2026,8.99,1,"37,313"
7/3/2010,Adam Hart,East,DTP,Critical,4/21/2026,12.44,1,"23,297"
7/3/2010,Denise Leinenbach,South,DTP,Low,4/22/2026,8.99,1,"4,103"
7/4/2010,Carlos Daly,East,DTP,Critical,4/23/2026,8.99,1,"50,914"
7/4/2010,Ken Dana,West,DTP,Medium,4/24/2026,1.25,1,"29,761"
7/4/2010,Dennis Bolton,East,DTP,High,4/25/2026,0.5,1,"21,509"
7/4/2010,Sung Shariari,South,DTP,Medium,4/26/2026,0.7,1,"43,555"
7/4/2010,Ken Dana,West,DTP,Medium,4/27/2026,5.22,1,"29,761"
7/4/2010,Ken Dana,West,DTP,Medium,4/28/2026,5.37,1,"29,761"
7/6/2010,Meg O'Connel,East,DTP,Not Specified,4/29/2026,8.37,1,"46,726"
7/6/2010,Harold Pawlan,South,DTP,Medium,4/30/2026,0.5,1,"51,747"
7/6/2010,Meg O'Connel,East,DTP,Not Specified,5/1/2026,1.49,1,"46,726"
7/7/2010,Anthony O'Donnell,South,DTP,Not Specified,5/2/2026,8.54,1,"4,741"
7/8/2010,Darren Budd,Central,DTP,Low,5/3/2026,0.99,1,"41,120"
7/8/2010,Darren Budd,Central,DTP,Low,5/4/2026,5.3,1,"41,120"
7/8/2010,Joy Smith,Central,DTP,Medium,5/5/2026,4.99,1,"32,835"
7/8/2010,Dave Hallsten,Central,Custom Order,Low,5/6/2026,7.01,1,"30,436"
7/9/2010,Ed Braxton,West,DTP,High,5/7/2026,11.54,1,"13,923"
7/9/2010,Roy Collins,South,DTP,Medium,5/8/2026,5.09,1,"48,577"
7/9/2010,Ed Braxton,West,DTP,High,5/9/2026,49,1,"13,923"
7/9/2010,Ed Braxton,West,Wholesaler,High,5/10/2026,15.59,1,"13,923"
7/9/2010,Ed Braxton,West,Wholesaler,High,5/11/2026,28.66,1,"13,923"
7/10/2010,Doug Bickford,South,Custom Order,High,5/12/2026,6.88,1,"58,368"
7/10/2010,Pete Armstrong,East,DTP,High,5/13/2026,0.94,1,"2,209"
7/10/2010,Pete Armstrong,East,DTP,High,5/14/2026,0.88,1,"2,209"
7/10/2010,Pete Armstrong,East,DTP,High,5/15/2026,3,1,"2,209"
7/10/2010,Doug Bickford,South,DTP,High,5/16/2026,9.54,1,"58,368"
7/10/2010,Frank Carlisle,East,DTP,High,5/17/2026,6.47,1,"25,569"
7/10/2010,Grant Carroll,East,DTP,Not Specified,5/18/2026,2.99,1,"28,165"
7/10/2010,Doug Bickford,South,DTP,High,5/19/2026,5.33,1,"58,368"
7/10/2010,Kristina Nunn,West,DTP,Critical,5/20/2026,10.77,1,"24,450"
7/10/2010,Pete Armstrong,East,Wholesaler,High,5/21/2026,58.95,1,"2,209"
7/10/2010,Kristina Nunn,West,Custom Order,Critical,5/22/2026,7.29,1,"24,450"
7/10/2010,Tom Prescott,Central,DTP,Critical,5/23/2026,4.96,1,"44,486"
7/10/2010,Harry Greene,Central,Custom Order,Low,5/24/2026,1.49,1,"52,706"
7/11/2010,Roland Black,East,Custom Order,Medium,5/25/2026,5.74,1,"53,600"
7/11/2010,Nathan Cano,East,DTP,Not Specified,5/26/2026,1.99,1,"34,822"
7/11/2010,Emily Grady,West,DTP,High,5/27/2026,19.99,1,"30,403"
7/11/2010,Nick Crebassa,South,Custom Order,High,5/28/2026,6.25,1,"45,767"
7/11/2010,Emily Grady,West,Custom Order,High,5/29/2026,7.72,1,"30,403"
7/11/2010,Vivek Grady,West,Wholesaler,Low,5/30/2026,57.38,1,"17,797"
7/11/2010,Vivek Grady,West,DTP,Low,5/31/2026,2.5,1,"17,797"
7/12/2010,Joni Blumstein,East,DTP,Not Specified,6/1/2026,5.36,1,"1,793"
7/12/2010,Khloe Miller,East,Custom Order,Critical,6/2/2026,4.95,1,"29,985"
7/12/2010,Meg Tillman,Central,DTP,Not Specified,6/3/2026,19.99,1,"28,228"
7/12/2010,Guy Phonely,West,DTP,Critical,6/4/2026,8.94,1,"29,985"
7/12/2010,Tom Boeckenhauer,East,Wholesaler,Low,6/5/2026,51.94,1,"14,016"
7/12/2010,Harold Ryan,East,DTP,Low,6/6/2026,7.3,1,"36,833"
7/13/2010,Ken Brennan,West,Custom Order,Critical,6/7/2026,35,1,549
7/13/2010,Ken Brennan,West,DTP,Critical,6/8/2026,16.18,1,549
7/13/2010,Ritsa Hightower,East,Custom Order,Medium,6/9/2026,6.93,1,"50,758"
7/13/2010,Patrick Jones,South,DTP,Not Specified,6/10/2026,4,1,"21,925"
7/13/2010,Ed Ludwig,West,DTP,Low,6/11/2026,6.19,1,"17,735"
7/14/2010,Mitch Willingham,South,Custom Order,Medium,6/12/2026,11.64,1,"53,378"
7/14/2010,Mitch Willingham,South,DTP,Medium,6/13/2026,5,1,"53,378"
7/14/2010,Mitch Willingham,South,DTP,Medium,6/14/2026,19.99,1,"53,378"
7/14/2010,Karl Brown,West,DTP,Medium,6/15/2026,6.79,1,"14,215"
7/14/2010,Sibella Parks,East,DTP,Not Specified,6/16/2026,8.99,1,"5,858"
7/14/2010,Sibella Parks,East,DTP,Not Specified,6/17/2026,13.66,1,"5,858"
7/14/2010,Matt Abelman,East,Custom Order,Not Specified,6/18/2026,7.23,1,"41,927"
7/15/2010,Paul MacIntyre,South,DTP,Not Specified,6/19/2026,15.01,1,"52,325"
7/15/2010,Lori Olson,South,DTP,Critical,6/20/2026,1.99,1,"14,980"
7/15/2010,Stewart Visinsky,Central,DTP,Low,6/21/2026,5.41,1,"53,223"
7/16/2010,Meg Tillman,Central,DTP,High,6/22/2026,19.99,1,"55,683"
7/16/2010,Meg Tillman,Central,DTP,High,6/23/2026,1.35,1,"55,683"
7/16/2010,Maria Zettner,South,DTP,Not Specified,6/24/2026,10.32,1,"16,103"
7/17/2010,Lindsay Shagiari,South,DTP,Low,6/25/2026,4.99,1,"30,208"
7/17/2010,Quincy Jones,South,DTP,Medium,6/26/2026,1.34,1,"30,786"
7/17/2010,Kelly Williams,South,DTP,Medium,6/27/2026,8.23,1,"9,892"
7/17/2010,Quincy Jones,South,DTP,Medium,6/28/2026,10.68,1,"30,786"
7/17/2010,Eugene Barchas,East,DTP,Not Specified,6/29/2026,69,1,"33,666"
7/17/2010,Neil French,South,Wholesaler,Low,6/30/2026,26.53,1,"46,979"
7/17/2010,Henry Goldwyn,Central,DTP,Not Specified,7/1/2026,0.5,1,"59,558"
7/17/2010,Jasper Cacioppo,South,DTP,Low,7/2/2026,10.7,1,"24,613"
7/17/2010,Jasper Cacioppo,South,DTP,Low,7/3/2026,24.49,1,"24,613"
7/17/2010,Neil French,South,DTP,Low,7/4/2026,5.49,1,"46,979"
7/18/2010,Dennis Pardue,Central,Custom Order,Critical,7/5/2026,1.99,1,"42,374"
7/18/2010,Dennis Pardue,Central,DTP,Critical,7/6/2026,5.08,1,"42,374"
7/18/2010,Amy Hunt,Central,Custom Order,Critical,7/7/2026,7.95,1,"45,734"
7/18/2010,Dennis Pardue,Central,DTP,Critical,7/8/2026,10.29,1,"42,374"
7/18/2010,Sean Wendt,East,DTP,Not Specified,7/9/2026,1.99,1,"24,039"
7/18/2010,Pamela Coakley,South,DTP,High,7/10/2026,0.7,1,"38,532"
7/19/2010,Raymond Fair,West,DTP,Not Specified,7/11/2026,1.92,1,"53,635"
7/19/2010,Melanie Page,West,Wholesaler,Critical,7/12/2026,45.51,1,"43,907"
7/20/2010,Michael Granlund,East,DTP,Not Specified,7/13/2026,2.27,1,"25,825"
7/20/2010,Mark Cousins,East,DTP,High,7/14/2026,19.99,1,"11,745"
7/20/2010,Bobby Trafton,South,DTP,Medium,7/15/2026,3.5,1,"14,727"
7/20/2010,Dave Poirier,South,DTP,Medium,7/16/2026,17.48,1,"34,595"
7/20/2010,Michael Granlund,East,DTP,Not Specified,7/17/2026,1.79,1,"25,825"
7/20/2010,Bobby Trafton,South,Wholesaler,Medium,7/18/2026,52.2,1,"14,727"
7/21/2010,Parhena Norris,East,DTP,Not Specified,7/19/2026,4.95,1,"49,927"
7/21/2010,Parhena Norris,East,DTP,Not Specified,7/20/2026,0.78,1,"49,927"
7/21/2010,Parhena Norris,East,DTP,Not Specified,7/21/2026,4,1,"49,927"
7/21/2010,Bobby Elias,South,DTP,Low,7/22/2026,0.5,1,"5,408"
7/21/2010,Bobby Elias,South,DTP,Low,7/23/2026,21.21,1,"5,408"
7/22/2010,Alan Hwang,South,Wholesaler,High,7/24/2026,42,1,"17,634"
7/22/2010,Frank Olsen,South,Custom Order,Medium,7/25/2026,5.8,1,"33,568"
7/22/2010,Muhammed Lee,Central,DTP,Not Specified,7/26/2026,5.66,1,"41,831"
7/22/2010,Matt Connell,South,DTP,Critical,7/27/2026,19.99,1,"11,396"
